DatasetID;DatasetAccessionID;SampleAccessionID;CellType;DetailedCellType;Condition;SenescentType;Treatment;timepoints;Immortalised
Savic;GSE230181;SRR24952419;Fibroblast;IMR90;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952420;Fibroblast;IMR90;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952421;Fibroblast;IMR90;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952422;Fibroblast;IMR90;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952423;Fibroblast;IMR90;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952424;Fibroblast;IMR90;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952425;Fibroblast;IMR90;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952426;Fibroblast;IMR90;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952427;Fibroblast;IMR90;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952428;Fibroblast;IMR90;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952429;Fibroblast;IMR90;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Chan;GSE175533;SRR14646263;Fibroblast;WI38;Proliferative;none;hTERT_TP1_A;none;yes
Chan;GSE175533;SRR14646264;Fibroblast;WI38;Proliferative;none;hTERT_TP1_B;none;yes
Chan;GSE175533;SRR14646265;Fibroblast;WI38;Proliferative;none;hTERT_TP1_C;none;yes
Chan;GSE175533;SRR14646266;Fibroblast;WI38;Proliferative;none;hTERT_TP2_A;none;yes
Chan;GSE175533;SRR14646267;Fibroblast;WI38;Proliferative;none;hTERT_TP2_B;none;yes
Chan;GSE175533;SRR14646268;Fibroblast;WI38;Proliferative;none;hTERT_TP2_C;none;yes
Chan;GSE175533;SRR14646269;Fibroblast;WI38;Proliferative;none;hTERT_TP4_A;none;yes
Chan;GSE175533;SRR14646270;Fibroblast;WI38;Proliferative;none;hTERT_TP4_B;none;yes
Chan;GSE175533;SRR14646271;Fibroblast;WI38;Proliferative;none;hTERT_TP4_C;none;yes
Chan;GSE175533;SRR14646272;Fibroblast;WI38;Proliferative;none;hTERT_TP5_A;none;yes
Chan;GSE175533;SRR14646273;Fibroblast;WI38;Proliferative;none;hTERT_TP5_B;none;yes
Chan;GSE175533;SRR14646274;Fibroblast;WI38;Proliferative;none;hTERT_TP5_C;none;yes
Chan;GSE175533;SRR14646275;Fibroblast;WI38;Proliferative;none;hTERT_TP6_A;none;yes
Chan;GSE175533;SRR14646276;Fibroblast;WI38;Proliferative;none;hTERT_TP6_B;none;yes
Chan;GSE175533;SRR14646277;Fibroblast;WI38;Proliferative;none;hTERT_TP6_C;none;yes
Chan;GSE175533;SRR14646278;Fibroblast;WI38;Proliferative;none;hTERT_TP7_A;none;yes
Chan;GSE175533;SRR14646279;Fibroblast;WI38;Proliferative;none;hTERT_TP7_B;none;yes
Chan;GSE175533;SRR14646292;Fibroblast;WI38;Proliferative;none;hTERT_TP7_C;none;yes
Chan;GSE175533;SRR14646293;Fibroblast;WI38;Proliferative;none;RS_PDL20_TP1_A;PDL20;no
Chan;GSE175533;SRR14646294;Fibroblast;WI38;Proliferative;none;RS_PDL20_TP1_B;PDL20;no
Chan;GSE175533;SRR14646295;Fibroblast;WI38;Proliferative;none;RS_PDL20_TP1_C;PDL20;no
Chan;GSE175533;SRR14646296;Fibroblast;WI38;Proliferative;none;RS_PDL25_TP2_A;PDL25;no
Chan;GSE175533;SRR14646297;Fibroblast;WI38;Proliferative;none;RS_PDL25_TP2_B;PDL25;no
Chan;GSE175533;SRR14646298;Fibroblast;WI38;Proliferative;none;RS_PDL25_TP2_C;PDL25;no
Chan;GSE175533;SRR14646317;Fibroblast;WI38;Senescent;Telomere shortening;RS_PDL52_TP9_A;PDL52;no
Chan;GSE175533;SRR14646318;Fibroblast;WI38;Senescent;Telomere shortening;RS_PDL52_TP9_B;PDL52;no
Chan;GSE175533;SRR14646319;Fibroblast;WI38;Senescent;Telomere shortening;RS_PDL52_TP9_C;PDL52;no
Chan;GSE175533;SRR14646320;Fibroblast;WI38;Senescent;Telomere shortening;RS_PDL53_TP10_A;PDL53;no
Chan;GSE175533;SRR14646321;Fibroblast;WI38;Senescent;Telomere shortening;RS_PDL53_TP10_B;PDL53;no
Chan;GSE175533;SRR14646322;Fibroblast;WI38;Senescent;Telomere shortening;RS_PDL53_TP10_C;PDL53;no
Chan;GSE175533;SRR14646353;Fibroblast;WI38;Proliferative;none;RIS_d2_no_xray_A;d2;no
Chan;GSE175533;SRR14646354;Fibroblast;WI38;Proliferative;none;RIS_d2_no_xray_B;d2;no
Chan;GSE175533;SRR14646355;Fibroblast;WI38;Proliferative;none;RIS_d2_no_xray_C;d2;no
Chan;GSE175533;SRR14646368;Fibroblast;WI38;Senescent;Radiation;RIS_d9_xray_A;d9;no
Chan;GSE175533;SRR14646369;Fibroblast;WI38;Senescent;Radiation;RIS_d9_xray_B;d9;no
Chan;GSE175533;SRR14646370;Fibroblast;WI38;Senescent;Radiation;RIS_d9_xray_C;d9;no
HernandezSegura;E-MTAB-5403;ERR1805188;Fibroblast;HCA2;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805189;Fibroblast;HCA2;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805190;Fibroblast;HCA2;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805191;Fibroblast;HCA2;Quiescent;none;48 hr in DMEM supplemented with 0.2% FBS.;none;no
HernandezSegura;E-MTAB-5403;ERR1805196;Fibroblast;HCA2;Quiescent;none;48 hr in DMEM supplemented with 0.2% FBS.;none;no
HernandezSegura;E-MTAB-5403;ERR1805199;Fibroblast;HCA2;Senescent;Radiation;10Gy;d20;no
HernandezSegura;E-MTAB-5403;ERR1805200;Fibroblast;HCA2;Senescent;Radiation;Proliferation;d20;no
HernandezSegura;E-MTAB-5403;ERR1805201;Fibroblast;HCA2;Senescent;Radiation;Proliferation;d20;no
HernandezSegura;E-MTAB-5403;ERR1805202;Fibroblast;HCA2;Senescent;Radiation;Proliferation;d20;no
HernandezSegura;E-MTAB-5403;ERR1805203;Fibroblast;HCA2;Senescent;Radiation;Proliferation;d20;no
HernandezSegura;E-MTAB-5403;ERR1805204;Fibroblast;HCA2;Senescent;Radiation;Proliferation;d20;no
HernandezSegura;E-MTAB-5403;ERR1805205;Fibroblast;HCA2;Quiescent;none;48 hr in DMEM supplemented with 0.2% FBS.;none;no
HernandezSegura;E-MTAB-5403;ERR1805206;Fibroblast;HCA2;Quiescent;none;48 hr in DMEM supplemented with 0.2% FBS.;none;no
HernandezSegura;E-MTAB-5403;ERR1805207;Fibroblast;HCA2;Quiescent;none;48 hr in DMEM supplemented with 0.2% FBS.;none;no
HernandezSegura;E-MTAB-5403;ERR1805208;Fibroblast;HCA2;Quiescent;none;48 hr in DMEM supplemented with 0.2% FBS.;none;no
HernandezSegura;E-MTAB-5403;ERR1805209;Fibroblast;HCA2;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805210;Fibroblast;HCA2;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805211;Fibroblast;HCA2;Proliferative;none;Proliferation;none;no
Marthandan2015;GSE64553;SRR1736333;Fibroblast;HFF;Proliferative;none;100 nM rotenone;PD22;no
Marthandan2015;GSE64553;SRR1736334;Fibroblast;HFF;Proliferative;none;100 nM rotenone;PD22;no
Marthandan2015;GSE64554;SRR1736335;Fibroblast;HFF;Proliferative;none;100 nM rotenone;PD22;no
Marthandan2015;GSE64555;SRR1736336;Fibroblast;HFF;Proliferative;none;none;PD22;no
Marthandan2015;GSE64556;SRR1736337;Fibroblast;HFF;Proliferative;none;none;PD22;no
Marthandan2015;GSE64557;SRR1736338;Fibroblast;HFF;Proliferative;none;none;PD22;no
Marthandan2015;GSE64558;SRR1736339;Fibroblast;HFF;Proliferative;none;100 nM rotenone;PD26;no
Marthandan2015;GSE64559;SRR1736340;Fibroblast;HFF;Proliferative;none;100 nM rotenone;PD26;no
Marthandan2015;GSE64560;SRR1736341;Fibroblast;HFF;Proliferative;none;100 nM rotenone;PD26;no
Marthandan2015;GSE64561;SRR1736342;Fibroblast;HFF;Proliferative;none;none;PD26;no
Marthandan2015;GSE64562;SRR1736343;Fibroblast;HFF;Proliferative;none;none;PD26;no
Marthandan2015;GSE64563;SRR1736344;Fibroblast;HFF;Proliferative;none;none;PD26;no
Marthandan2015;GSE64564;SRR1736345;Fibroblast;HFF;Proliferative;none;100 nM rotenone;PD30;no
Marthandan2015;GSE64565;SRR1736346;Fibroblast;HFF;Proliferative;none;100 nM rotenone;PD30;no
Marthandan2015;GSE64566;SRR1736347;Fibroblast;HFF;Proliferative;none;100 nM rotenone;PD30;no
Marthandan2015;GSE64567;SRR1736348;Fibroblast;HFF;Proliferative;none;none;PD30;no
Marthandan2015;GSE64568;SRR1736349;Fibroblast;HFF;Proliferative;none;none;PD30;no
Marthandan2015;GSE64569;SRR1736350;Fibroblast;HFF;Proliferative;none;none;PD30;no
Marthandan2015;GSE64570;SRR1736357;Fibroblast;HFF;Senescent;Telomere shortening;100 nM rotenone;PD58;no
Marthandan2015;GSE64571;SRR1736358;Fibroblast;HFF;Senescent;Telomere shortening;100 nM rotenone;PD58;no
Marthandan2015;GSE64572;SRR1736359;Fibroblast;HFF;Senescent;Telomere shortening;100 nM rotenone;PD58;no
Marthandan2015;GSE64573;SRR1736360;Fibroblast;HFF;Senescent;Telomere shortening;none;PD58;no
Marthandan2015;GSE64574;SRR1736361;Fibroblast;HFF;Senescent;Telomere shortening;none;PD58;no
Marthandan2015;GSE64575;SRR1736362;Fibroblast;HFF;Senescent;Telomere shortening;none;PD58;no
Marthandan2015;GSE64576;SRR1736363;Fibroblast;HFF;Senescent;Telomere shortening;100 nM rotenone;PD74;no
Marthandan2015;GSE64577;SRR1736364;Fibroblast;HFF;Senescent;Telomere shortening;100 nM rotenone;PD74;no
Marthandan2015;GSE64578;SRR1736365;Fibroblast;HFF;Senescent;Telomere shortening;100 nM rotenone;PD74;no
Marthandan2015;GSE64579;SRR1736366;Fibroblast;HFF;Senescent;Telomere shortening;none;PD74;no
Marthandan2015;GSE64580;SRR1736367;Fibroblast;HFF;Senescent;Telomere shortening;none;PD74;no
Marthandan2015;GSE64581;SRR1736368;Fibroblast;HFF;Senescent;Telomere shortening;none;PD74;no
Casella;GSE130727;SRR9016157;Fibroblast;IMR90;Proliferative;none;Proliferation;PD15;no
Casella;GSE130727;SRR9016158;Fibroblast;IMR90;Proliferative;none;Proliferation;PD15;no
Casella;GSE130727;SRR9016159;Fibroblast;IMR90;Senescent;Radiation;10 Gy of ionizing radiation exposure;PD15;no
Casella;GSE130727;SRR9016160;Fibroblast;IMR90;Senescent;Radiation;10 Gy of ionizing radiation exposure;PD15;no
Casella;GSE130727;SRR9016161;Fibroblast;IMR90;Senescent;Telomere shortening;Replicative exhaustion;PD52;no
Casella;GSE130727;SRR9016162;Fibroblast;IMR90;Senescent;Telomere shortening;Replicative exhaustion;PD52;no
Casella;GSE130727;SRR9016163;Fibroblast;WI38;Proliferative;none;Control;PD25;no
Casella;GSE130727;SRR9016164;Fibroblast;WI38;Proliferative;none;Control;PD25;no
Casella;GSE130727;SRR9016165;Fibroblast;WI38;Senescent;DNA damage;Treated with 2 µg/mL Dox (Sigma) for 24 h;PD25;no
Casella;GSE130727;SRR9016166;Fibroblast;WI38;Senescent;DNA damage;Treated with 2 µg/mL Dox (Sigma) for 24 h;PD25;no
Casella;GSE130727;SRR9016167;Fibroblast;WI38;Proliferative;none;Treatment with empty vector at 10 MOI\, and \, and puromycin (1 µg/mL);PD25;no
Casella;GSE130727;SRR9016168;Fibroblast;WI38;Proliferative;none;Treatment with empty vector at 10 MOI\, and \, and puromycin (1 µg/mL);PD25;no
Casella;GSE130727;SRR9016169;Fibroblast;WI38;Senescent;Oncogene;Treatment with lentivirus expressing HRASG12V at 10 MOI\, and puromycin (1 µg/mL);PD25;no
Casella;GSE130727;SRR9016170;Fibroblast;WI38;Senescent;Oncogene;Treatment with lentivirus expressing HRASG12V at 10 MOI\, and puromycin (1 µg/mL);PD25;no
Casella;GSE130727;SRR9016171;Fibroblast;WI38;Proliferative;none;Control;PD25;no
Casella;GSE130727;SRR9016172;Fibroblast;WI38;Proliferative;none;Control;PD25;no
Casella;GSE130727;SRR9016173;Fibroblast;WI38;Senescent;DNA damage;Treated with 2 µg/mL Dox (Sigma) for 24 h;PD25;no
Casella;GSE130727;SRR9016174;Fibroblast;WI38;Senescent;DNA damage;Treated with 2 µg/mL Dox (Sigma) for 24 h;PD25;no
Casella;GSE130727;SRR9016175;Fibroblast;WI38;Proliferative;none;Control;PD25;no
Casella;GSE130727;SRR9016176;Fibroblast;WI38;Proliferative;none;Control;PD25;no
Casella;GSE130727;SRR9016177;Fibroblast;WI38;Senescent;Radiation;10 Gy of ionizing radiation exposure;PD25;no
Casella;GSE130727;SRR9016178;Fibroblast;WI38;Senescent;Radiation;10 Gy of ionizing radiation exposure;PD25;no
Casella;GSE130727;SRR9016179;Fibroblast;WI38;Senescent;Telomere shortening;Replicative exhaustion;PD53-55;no
Casella;GSE130727;SRR9016180;Fibroblast;WI38;Senescent;Telomere shortening;Replicative exhaustion;PD53-55;no
Casella;GSE130727;SRR9016181;Fibroblast;WI38;Proliferative;none;Proliferation;PD25;no
Casella;GSE130727;SRR9016182;Fibroblast;WI38;Proliferative;none;Proliferation;PD25;no
Mangelinck;E-MTAB-9714;ERR4781442;Fibroblast;WI38;Senescent;DNA damage;sh3H2AF + etoposide;none;yes
Mangelinck;E-MTAB-9714;ERR4781443;Fibroblast;WI38;Senescent;DNA damage;sh3H2AF + etoposide;none;yes
Mangelinck;E-MTAB-9714;ERR4781444;Fibroblast;WI38;Senescent;DNA damage;sh3H2AF + etoposide;none;yes
Mangelinck;E-MTAB-9714;ERR4781445;Fibroblast;WI38;Proliferative;none;sh3H2AFJ ;none;yes
Mangelinck;E-MTAB-9714;ERR4781446;Fibroblast;WI38;Proliferative;none;sh3H2AFJ ;none;yes
Mangelinck;E-MTAB-9714;ERR4781447;Fibroblast;WI38;Proliferative;none;sh3H2AFJ ;none;yes
Mangelinck;E-MTAB-9714;ERR4781448;Fibroblast;WI38;Proliferative;none;shNT;none;yes
Mangelinck;E-MTAB-9714;ERR4781449;Fibroblast;WI38;Proliferative;none;shNT;none;yes
Mangelinck;E-MTAB-9714;ERR4781450;Fibroblast;WI38;Proliferative;none;shNT;none;yes
Mangelinck;E-MTAB-9714;ERR4781451;Fibroblast;WI38;Senescent;DNA damage;shNT + etoposide;none;yes
Mangelinck;E-MTAB-9714;ERR4781452;Fibroblast;WI38;Senescent;DNA damage;shNT + etoposide;none;yes
Mangelinck;E-MTAB-9714;ERR4781453;Fibroblast;WI38;Senescent;DNA damage;shNT + etoposide;none;yes
Numa;200250224;SRR27215555;Endothelial;Corneal Endothelial Cell;Proliferative;none;none;none;no
Numa;200250224;SRR27215556;Endothelial;Corneal Endothelial Cell;Proliferative;none;none;none;no
Numa;200250224;SRR27215557;Endothelial;Corneal Endothelial Cell;Proliferative;none;none;none;no
Numa;200250224;SRR27215558;Endothelial;Corneal Endothelial Cell;Proliferative;none;none;none;no
Numa;200250224;SRR27215547;Endothelial;Corneal Endothelial Cell;Senescent;Radiation;UVA exposure;none;no
Numa;200250224;SRR27215548;Endothelial;Corneal Endothelial Cell;Senescent;Radiation;UVA exposure;none;no
Numa;200250224;SRR27215549;Endothelial;Corneal Endothelial Cell;Senescent;Radiation;UVA exposure;none;no
Numa;200250224;SRR27215550;Endothelial;Corneal Endothelial Cell;Senescent;Radiation;UVA exposure;none;no
Numa;200250224;SRR27215551;Endothelial;Corneal Endothelial Cell;Senescent;Radiation;irradiation;none;no
Numa;200250224;SRR27215552;Endothelial;Corneal Endothelial Cell;Senescent;Radiation;irradiation;none;no
Numa;200250224;SRR27215553;Endothelial;Corneal Endothelial Cell;Senescent;Radiation;irradiation;none;no
Numa;200250224;SRR27215554;Endothelial;Corneal Endothelial Cell;Senescent;Radiation;irradiation;none;no
Heidari;200262117;SRR28389055;Epithelial;Prostate Epithelial-like;Senescent;Hormone;DEC1-KD-SAL-1;none;no
Heidari;200262117;SRR28389056;Epithelial;Prostate Epithelial-like;Proliferative;Hormone;DEC1-KD-DMSO-3;none;no
Heidari;200262117;SRR28389057;Epithelial;Prostate Epithelial-like;Senescent;Hormone;Control-SAL-2;none;no
Heidari;200262117;SRR28389058;Epithelial;Prostate Epithelial-like;Proliferative;Hormone;DEC1-KD-DMSO-1;none;no
Heidari;200262117;SRR28389059;Epithelial;Prostate Epithelial-like;Senescent;Hormone;Control-SAL-3;none;no
Heidari;200262117;SRR28389060;Epithelial;Prostate Epithelial-like;Senescent;Hormone;Control-SAL-2;none;no
Heidari;200262117;SRR28389061;Epithelial;Prostate Epithelial-like;Proliferative;Hormone;Control-SAL-1;none;no
Heidari;200262117;SRR28389062;Epithelial;Prostate Epithelial-like;Proliferative;Hormone;Control-DMSO-3;none;no
Heidari;200262117;SRR28389063;Epithelial;Prostate Epithelial-like;Senescent;Hormone;DEC1-KD-SAL-3;none;no
Heidari;200262117;SRR28389064;Epithelial;Prostate Epithelial-like;Senescent;Hormone;DEC1-KD-SAL-2;none;no
Heidari;200262117;SRR28389065;Epithelial;Prostate Epithelial-like;Proliferative;Hormone;Control-DMSO-2;none;no
Heidari;200262117;SRR28389066;Epithelial;Prostate Epithelial-like;Proliferative;Hormone;Control-DMSO-1;none;no
Admasu;200196724;SRR18022193;Endothelial;Vein Endothelial cells;Senescent;Conditioned Medium;Senescent conditioned medium;none;no
Admasu;200196724;SRR18022194;Endothelial;Vein Endothelial cells;Senescent;Conditioned Medium;Senescent conditioned medium;none;no
Admasu;200196724;SRR18022196;Endothelial;Vein Endothelial cells;Proliferative;none;Non senescent conditioned medium;none;no
Admasu;200196724;SRR18022198;Endothelial;Vein Endothelial cells;Proliferative;none;Non senescent conditioned medium;none;no
Admasu;200196724;SRR18022199;Endothelial;Vein Endothelial cells;Senescent;DNA damage;Doxorubicin;none;no
Admasu;200196724;SRR18022200;Endothelial;Vein Endothelial cells;Senescent;DNA damage;Doxorubicin;none;no
Admasu;200196724;SRR18022201;Endothelial;Vein Endothelial cells;Senescent;DNA damage;Doxorubicin;none;no
Admasu;200196724;SRR18022202;Endothelial;Vein Endothelial cells;Proliferative;none;no treatment;none;no
Admasu;200196724;SRR18022203;Endothelial;Vein Endothelial cells;Proliferative;none;no treatment;none;no
Admasu;200196724;SRR18022205;Endothelial;Vein Endothelial cells;Senescent;Conditioned Medium;Senescent conditioned medium;none;no
Admasu;200196724;SRR18022206;Endothelial;Vein Endothelial cells;Senescent;Conditioned Medium;Senescent conditioned medium;none;no
Admasu;200196724;SRR18022207;Endothelial;Vein Endothelial cells;Senescent;Conditioned Medium;Senescent conditioned medium;none;no
Admasu;200196724;SRR18022208;Endothelial;Vein Endothelial cells;Proliferative;none;Non senescent conditioned medium;none;no
Admasu;200196724;SRR18022209;Endothelial;Vein Endothelial cells;Proliferative;none;Non senescent conditioned medium;none;no
Admasu;200196724;SRR18022212;Endothelial;Vein Endothelial cells;Senescent;DNA damage;Doxorubicin;none;no
Admasu;200196724;SRR18022213;Endothelial;Vein Endothelial cells;Senescent;DNA damage;Doxorubicin;none;no
Admasu;200196724;SRR18022215;Endothelial;Vein Endothelial cells;Proliferative;none;no treatment;none;no
Admasu;200196724;SRR18022216;Endothelial;Vein Endothelial cells;Proliferative;none;no treatment;none;no
Admasu;200196724;SRR18022217;Endothelial;Artery Endothelial cells;Senescent;Conditioned Medium;Senescent conditioned medium;none;no
Admasu;200196724;SRR18022218;Endothelial;Artery Endothelial cells;Senescent;Conditioned Medium;Senescent conditioned medium;none;no
Admasu;200196724;SRR18022220;Endothelial;Artery Endothelial cells;Proliferative;none;Non senescent conditioned medium;none;no
Admasu;200196724;SRR18022221;Endothelial;Artery Endothelial cells;Proliferative;none;Non senescent conditioned medium;none;no
Admasu;200196724;SRR18022224;Endothelial;Artery Endothelial cells;Senescent;DNA damage;Doxorubicin;none;no
Admasu;200196724;SRR18022225;Endothelial;Artery Endothelial cells;Senescent;DNA damage;Doxorubicin;none;no
Admasu;200196724;SRR18022226;Endothelial;Artery Endothelial cells;Proliferative;none;no treatment;none;no
Admasu;200196724;SRR18022227;Endothelial;Artery Endothelial cells;Proliferative;none;no treatment;none;no
Admasu;200196724;SRR18022228;Endothelial;Artery Endothelial cells;Proliferative;none;no treatment;none;no
Admasu;200196724;SRR18022195;Endothelial;Vein Endothelial cells;Senescent;Conditioned Medium;Senescent conditioned medium;none;no
Admasu;200196724;SRR18022197;Endothelial;Vein Endothelial cells;Proliferative;none;Non senescent conditioned medium;none;no
Admasu;200196724;SRR18022204;Endothelial;Vein Endothelial cells;Proliferative;none;no treatment;none;no
Admasu;200196724;SRR18022210;Endothelial;Vein Endothelial cells;Proliferative;none;Non senescent conditioned medium;none;no
Admasu;200196724;SRR18022211;Endothelial;Vein Endothelial cells;Senescent;DNA damage;Doxorubicin;none;no
Admasu;200196724;SRR18022214;Endothelial;Vein Endothelial cells;Proliferative;none;no treatment;none;no
Admasu;200196724;SRR18022219;Endothelial;Artery Endothelial cells;Senescent;Conditioned Medium;Senescent conditioned medium;none;no
Admasu;200196724;SRR18022222;Endothelial;Artery Endothelial cells;Proliferative;none;Non senescent conditioned medium;none;no
Admasu;200196724;SRR18022223;Endothelial;Artery Endothelial cells;Senescent;DNA damage;Doxorubicin;none;no
Urata;200206677;SRR19783652;Endothelial;Umbilical Vein Endothelial cells;Senescent;Telomere shortening;Control;none;no
Urata;200206677;SRR19783654;Endothelial;Umbilical Vein Endothelial cells;Senescent;Telomere shortening;Control;none;no
Urata;200206677;SRR19783655;Endothelial;Umbilical Vein Endothelial cells;Senescent;Telomere shortening;Control;none;no
Urata;200206677;SRR19783656;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;Control;none;no
Urata;200206677;SRR19783657;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;Control;none;no
Urata;200206677;SRR19783659;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;Control;none;no
Urata;200206677;SRR19783660;Endothelial;Umbilical Vein Endothelial cells;Senescent;Telomere shortening;SARS-CoV-2 infection;none;no
Urata;200206677;SRR19783661;Endothelial;Umbilical Vein Endothelial cells;Senescent;Telomere shortening;SARS-CoV-2 infection;none;no
Urata;200206677;SRR19783662;Endothelial;Umbilical Vein Endothelial cells;Senescent;Telomere shortening;SARS-CoV-2 infection;none;no
Urata;200206677;SRR19783663;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;SARS-CoV-2 infection;none;no
Urata;200206677;SRR19783665;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;SARS-CoV-2 infection;none;no
Urata;200206677;SRR19783666;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;SARS-CoV-2 infection;none;no
Wang2023;200217718;SRR22254572;Neuronal;Neuronal Stem Cell;Proliferative;none;NSCs from SVZ;none;no
Wang2023;200217718;SRR22254573;Neuronal;Neuronal Stem Cell;Proliferative;none;NSCs from SVZ;none;no
Wang2023;200217718;SRR22254574;Neuronal;Neuronal Stem Cell;Proliferative;none;NSCs from SVZ;none;no
Wang2023;200217718;SRR22254575;Neuronal;Neuronal Stem Cell;Proliferative;none;NSCs from SVZ;none;no
Wang2023;200217718;SRR22254576;Neuronal;Neuronal Stem Cell;Senescent;Lipid Accumulation;htNSCs from 3VF adjacent to ACP;none;no
Wang2023;200217718;SRR22254577;Neuronal;Neuronal Stem Cell;Senescent;Lipid Accumulation;htNSCs from 3VF adjacent to ACP;none;no
Wang2023;200217718;SRR22254578;Neuronal;Neuronal Stem Cell;Senescent;Lipid Accumulation;htNSCs from 3VF adjacent to ACP;none;no
Wang2023;200217718;SRR22254579;Neuronal;Neuronal Stem Cell;Senescent;Lipid Accumulation;htNSCs from 3VF adjacent to ACP;none;no
Wang2023;200217718;SRR22254580;Neuronal;Neuronal Stem Cell;Senescent;Lipid Accumulation;htNSCs from 3VF adjacent to ACP;none;no
Wang2023;200217718;SRR22254581;Neuronal;Neuronal Stem Cell;Senescent;Lipid Accumulation;htNSCs from 3VF adjacent to ACP;none;no
Wang2023;200217718;SRR22254582;Neuronal;Neuronal Stem Cell;Senescent;Lipid Accumulation;htNSCs from 3VF adjacent to ACP;none;no
Fu;200110268;SRR6680309;Mesenchymal;Mesenchymal Stem Cell;Proliferative;none;WT;none;no
Fu;200110268;SRR6680310;Mesenchymal;Mesenchymal Stem Cell;Proliferative;none;WT;none;no
Fu;200110268;SRR6680311;Mesenchymal;Mesenchymal Stem Cell;Proliferative;none;WT;none;no
Fu;200110268;SRR6680312;Mesenchymal;Mesenchymal Stem Cell;Senescent;YAP KO;YAP KO;none;no
Fu;200110268;SRR6680313;Mesenchymal;Mesenchymal Stem Cell;Senescent;YAP KO;YAP KO;none;no
Fu;200110268;SRR6680314;Mesenchymal;Mesenchymal Stem Cell;Senescent;YAP KO;YAP KO;none;no
Fu;200110268;SRR6680315;Mesenchymal;Mesenchymal Stem Cell;Proliferative;none;TAZ KO;none;no
Fu;200110268;SRR6680316;Mesenchymal;Mesenchymal Stem Cell;Proliferative;none;TAZ KO;none;no
Fu;200110268;SRR6680317;Mesenchymal;Mesenchymal Stem Cell;Proliferative;none;TAZ KO;none;no
Fu;200110268;SRR6680321;Mesenchymal;Mesenchymal Stem Cell;Proliferative;none;non-targeting control;none;no
Fu;200110268;SRR6680322;Mesenchymal;Mesenchymal Stem Cell;Proliferative;none;non-targeting control;none;no
Fu;200110268;SRR6680323;Mesenchymal;Mesenchymal Stem Cell;Proliferative;none;non-targeting control;none;no
Tanke;200213323;SRR21563935;Endothelial;Umbilical Vein Endothelial cells;Quiescent;none;high density;none;no
Tanke;200213323;SRR21563936;Endothelial;Umbilical Vein Endothelial cells;Quiescent;none;high density;none;no
Tanke;200213323;SRR21563937;Endothelial;Umbilical Vein Endothelial cells;Quiescent;none;high density;none;no
Tanke;200213323;SRR21563938;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;low density;none;no
Tanke;200213323;SRR21563939;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;low density;none;no
Tanke;200213323;SRR21563940;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;low density;none;no
Tanke;200213323;SRR21563944;Endothelial;Umbilical Vein Endothelial cells;Quiescent;none;serum starve;none;no
Tanke;200213323;SRR21563945;Endothelial;Umbilical Vein Endothelial cells;Quiescent;none;serum starve;none;no
Tanke;200213323;SRR21563946;Endothelial;Umbilical Vein Endothelial cells;Quiescent;none;serum starve;none;no
Tanke;200213323;SRR21563950;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;normal serum;none;no
Tanke;200213323;SRR21563951;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;normal serum;none;no
Tanke;200213323;SRR21563952;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;normal serum;none;no
Tanke;200213323;SRR21563959;Endothelial;Umbilical Vein Endothelial cells;Quiescent;none;72h shear stress at 15 dyn/cm2;none;no
Tanke;200213323;SRR21563960;Endothelial;Umbilical Vein Endothelial cells;Quiescent;none;72h shear stress at 15 dyn/cm2;none;no
